#SampleID	10042055_rnatax_1	10042055_rnatax_2	10042055_rnatax_3	10042055_rnatax_4	11507229_rnatax_1	11507229_rnatax_2	11507229_rnatax_3	11507229_rnatax_4	11715866_rnatax_1	11715866_rnatax_2	11715866_rnatax_3	11715866_rnatax_4	11992832_rnatax_1	11992832_rnatax_2	11992832_rnatax_3	11992832_rnatax_4	12112483_rnatax_1	12112483_rnatax_2	12112483_rnatax_3	12112483_rnatax_4	12289378_rnatax_1	12289378_rnatax_2	12289378_rnatax_3	12289378_rnatax_4	12293355_rnatax_1	12293355_rnatax_2	12293355_rnatax_3	12293355_rnatax_4	12542142_rnatax_1	12542142_rnatax_2	12542142_rnatax_3	12542142_rnatax_4	12656695_rnatax_1	12656695_rnatax_2	12656695_rnatax_3	12656695_rnatax_4	19061811_rnatax_1	19061811_rnatax_2	19061811_rnatax_3	19061811_rnatax_4	19251414_rnatax_1	19251414_rnatax_2	19251414_rnatax_3	19251414_rnatax_4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175	0	0	0	0	1.87371	0.68627	0.10807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10607	0	0	0	0	0	0	0	0	0.31815	0	0	0.20858	0	0.18671	0	0.1762	0.04043	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0.01483	0	0.95421	2.48212	1.28395	2.53315	0	0	0	0	0	0	0	0	0	0.0097	0.01142	0.47255	0	0	0	0	0	0	0	0	0.04079	2.01462	2.06626	0.1386	0.00047	0.85556	1.15706	0	0	0	0	0	0.83208	0.27888	0.04982	0	0.20481
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__Bacteroides_massiliensis_unclassified	0	0.01483	0	0.95421	2.48212	1.28395	2.53315	0	0	0	0	0	0	0	0	0	0.0097	0.01142	0.47255	0	0	0	0	0	0	0	0	0.04079	2.01462	2.06626	0.1386	0.00047	0.85556	1.15706	0	0	0	0	0	0.83208	0.27888	0.04982	0	0.20481
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0	0	0	0.17086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15851	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__GCF_000273175	0	0	0	0	0	0.17086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15851	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0.01118	0	0	0	0	0.00601	0	0.03167	2.05416	0.79069	0	0.03099	0	0.27878	0.20172	0	0	0.93841	0	0	0	0	0	0	0	0	0	0.55988	0	0.00537	0	0.0065	0.00662	0.22639	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified	0	0	0	0	0	0	0	0	0	0.01118	0	0	0	0	0.00601	0	0.03167	2.05416	0.79069	0	0.03099	0	0.27878	0.20172	0	0	0.93841	0	0	0	0	0	0	0	0	0	0.55988	0	0.00537	0	0.0065	0.00662	0.22639	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0.12914	0.33348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.64706	13.53855	3.23758	0.80623	0.07559	0	0	0	1.1833	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius|t__GCF_000187895	0	0	0	0	0	0	0	0	0.12914	0.33348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.64706	13.53855	3.23758	0.80623	0.07559	0	0	0	1.1833	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51109	0	0	0	0.02825	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__Bacteroides_salyersiae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51109	0	0	0	0.02825	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.06837	2.59483	0.25646	3.19417	0	0	0	0	0.16309	0.2656	0	0	0	0	0	0	0	0	0	0	0.04071	0	0.62239	0.52773	0.9132	0	1.56576	0.07184	0	0	0	0	0.96003	0	0	0	0	0	0	0	0	0.02465	6.08885	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified	0.06837	2.59483	0.25646	3.19417	0	0	0	0	0.16309	0.2656	0	0	0	0	0	0	0	0	0	0	0.04071	0	0.62239	0.52773	0.9132	0	1.56576	0.07184	0	0	0	0	0.96003	0	0	0	0	0	0	0	0	0.02465	6.08885	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0	0	0	0.00665	0	0.00758	0	0	0	0.00471	0	0	0	0	0.05511	0	0.03007	0.89196	0.16545	0	0	0	0.01635	0	0	0	0	0	0	0	0	0	0.06613	0	0	0	0.18248	0	0.04063	0	0	0	0.20188	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified	0	0	0	0.00665	0	0.00758	0	0	0	0.00471	0	0	0	0	0.05511	0	0.03007	0.89196	0.16545	0	0	0	0.01635	0	0	0	0	0	0	0	0	0	0.06613	0	0	0	0.18248	0	0.04063	0	0	0	0.20188	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.03968	0.11288	0.12004	1.59395	24.57222	2.3345	2.2298	0	4.05306	3.92909	0.2679	0.01049	0.34198	13.47061	3.3994	0.4911	0.19378	3.88569	2.94128	4.98404	0.08261	0.83708	0.12601	0.01916	10.64889	0	4.09785	0	16.92392	23.99588	5.1287	0.30312	0.40497	5.52423	0.42904	0	1.89428	0	2.42806	2.21588	1.56869	0.30441	4.05799	0.76921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified	0.03968	0.11288	0.12004	1.59395	24.57222	2.3345	2.2298	0	4.05306	3.92909	0.2679	0.01049	0.34198	13.47061	3.3994	0.4911	0.19378	3.88569	2.94128	4.98404	0.08261	0.83708	0.12601	0.01916	10.64889	0	4.09785	0	16.92392	23.99588	5.1287	0.30312	0.40497	5.52423	0.42904	0	1.89428	0	2.42806	2.21588	1.56869	0.30441	4.05799	0.76921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.00046	0	0	0.12053	1.42187	0.77573	1.31141	0	0.78142	0.99282	0	0	0	1.83189	0.69039	0	0.25405	10.0561	3.03981	3.98822	0	0.0058	0.00266	0	1.40412	0	0	0	1.91448	3.37772	0.18551	0.02655	0.16496	0	0	1.44422	3.37832	0	1.25335	0.72171	0.64831	0.08754	2.25911	0.27983
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified	0.00046	0	0	0.12053	1.42187	0.77573	1.31141	0	0.78142	0.99282	0	0	0	1.83189	0.69039	0	0.25405	10.0561	3.03981	3.98822	0	0.0058	0.00266	0	1.40412	0	0	0	1.91448	3.37772	0.18551	0.02655	0.16496	0	0	1.44422	3.37832	0	1.25335	0.72171	0.64831	0.08754	2.25911	0.27983
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0	0	0	0.05574	0	0	0	0	0	0.14705	0	0	0	0	0	0	0.00895	0.18199	1.64167	0	0	0	0	0	0	0	0	0	0	0.01384	0	0	0	0	0	2.50884	0	0	0.08702	0	0	0.00107	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified	0	0	0	0.05574	0	0	0	0	0	0.14705	0	0	0	0	0	0	0.00895	0.18199	1.64167	0	0	0	0	0	0	0	0	0	0	0.01384	0	0	0	0	0	2.50884	0	0	0.08702	0	0	0.00107	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.01789	0	0	0.28822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08731	0	0	0	0	0.44063	0	0	2.04099	2.16095	0	0.17875	0	0.32698	0.11639	0	0.47551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0.01789	0	0	0.28822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08731	0	0	0	0	0.44063	0	0	2.04099	2.16095	0	0.17875	0	0.32698	0.11639	0	0.47551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8	0.01789	0	0	0.28822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08731	0	0	0	0	0.44063	0	0	2.04099	2.16095	0	0.17875	0	0.32698	0.11639	0	0.47551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8|t__GCF_000311925	0.01789	0	0	0.28822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08731	0	0	0	0	0.44063	0	0	2.04099	2.16095	0	0.17875	0	0.32698	0.11639	0	0.47551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	11.93287	61.95035	47.71272	69.84085	22.95348	8.08559	36.72665	0	37.63209	16.21119	9.10035	13.08613	2.42203	12.64059	5.71542	1.12878	0.92639	33.25377	45.51853	22.42546	0.27678	22.93845	3.78263	6.20278	26.52882	0	17.40275	0.59661	2.74508	6.25541	5.66832	0.17491	12.17196	15.09437	49.63928	27.72346	15.05371	18.48914	51.92804	44.07906	8.69304	1.13152	55.74587	5.93726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0.03172	1.6644	0.18087	3.05053	0	0	0	0	1.37371	1.74135	0.59724	1.19637	0.75526	0	0	0	0	0	0	0	0.0308	0	0.21285	0.31174	0	0	0	0	1.4455	4.79182	0.03007	0	1.04708	0	0	0	4.42464	0	0	0	0.00994	0.01664	0.08174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0.03172	1.6644	0.18087	3.05053	0	0	0	0	1.37371	1.74135	0.59724	1.19637	0.75526	0	0	0	0	0	0	0	0.0308	0	0.21285	0.31174	0	0	0	0	1.4455	4.79182	0.03007	0	1.04708	0	0	0	4.42464	0	0	0	0.00994	0.01664	0.08174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465	0.03172	1.6644	0.18087	3.05053	0	0	0	0	1.37371	1.74135	0.59724	1.19637	0.75526	0	0	0	0	0	0	0	0.0308	0	0.21285	0.31174	0	0	0	0	1.4455	4.79182	0.03007	0	1.04708	0	0	0	4.42464	0	0	0	0.00994	0.01664	0.08174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas	0.00137	0	0	0.02226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica	0.00137	0	0	0.02226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica|t__GCF_000379665	0.00137	0	0	0.02226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	11.84011	58.92027	45.74041	63.91337	5.43808	1.33643	12.71563	0	6.66535	2.18677	0.32008	5.36062	0	0.30373	2.00898	0.12963	0	0.1867	0.21046	0	0	0.13016	0	0	2.75594	0	0	0.14582	0.35487	0.2807	2.87626	0.07126	0	0.10485	33.54036	0	0.20159	0	0.17743	3.19423	0.34316	0.08346	2.97287	0.82534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus	0.83902	2.27869	3.65854	2.78186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus|t__GCF_000243215	0.83902	2.27869	3.65854	2.78186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	11.00109	56.64158	42.08187	61.13151	5.43808	1.33643	12.71563	0	6.66535	2.18677	0.32008	5.36062	0	0.30373	2.00898	0.12963	0	0.1867	0.21046	0	0	0.13016	0	0	2.75594	0	0	0.14582	0.35487	0.2807	2.87626	0.07126	0	0.10485	32.76758	0	0.20159	0	0.17743	3.19423	0.34316	0.08346	2.97287	0.82534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0.05967	1.36568	1.79144	2.8547	17.5154	6.74915	24.01103	0	29.59303	12.28306	8.18303	6.52914	1.66677	12.33686	3.70644	0.99915	0.92639	33.06707	45.30807	22.42546	0.24597	22.8083	3.56979	5.89104	23.77289	0	17.40275	0.45079	0.94472	1.18288	2.76199	0.10365	11.12488	14.98952	16.09893	27.72346	10.42748	18.48914	51.75061	40.88483	8.33994	1.03142	52.69126	5.11192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.00064	0	0	0.01445	0	0.00583	0.05636	0	0	0	0	0	0	0	0	0	0.01417	0.51623	0.73604	0	0	0	0.01374	0	0.05622	0	0	0	0	0	0	0	0.31564	0	0	0.08911	0.50132	0	0.73083	0	0.02585	0.00973	0.15156	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	0.00064	0	0	0.01445	0	0.00583	0.05636	0	0	0	0	0	0	0	0	0	0.01417	0.51623	0.73604	0	0	0	0.01374	0	0.05622	0	0	0	0	0	0	0	0.31564	0	0	0.08911	0.50132	0	0.73083	0	0.02585	0.00973	0.15156	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	1.42993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03316	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	1.42993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03316	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74285	0	0	0	0.0966	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__Parabacteroides_johnsonii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74285	0	0	0	0.0966	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.0258	0	0	0.25459	0.06785	0.57742	0.15916	0	2.82375	1.82485	0.5124	0.35018	0	0	0.42839	0	0.10684	1.2532	2.15313	0	0.02331	0	0.30773	0.06491	1.08374	0	0	0.02782	0.27415	0.54555	0	0	2.03654	0.32989	0	1.20796	1.22561	0	0	0	0.01963	0.00258	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0.0258	0	0	0.25459	0.06785	0.57742	0.15916	0	2.82375	1.82485	0.5124	0.35018	0	0	0.42839	0	0.10684	1.2532	2.15313	0	0.02331	0	0.30773	0.06491	1.08374	0	0	0.02782	0.27415	0.54555	0	0	2.03654	0.32989	0	1.20796	1.22561	0	0	0	0.01963	0.00258	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0.03323	1.36568	1.79144	2.57798	17.44755	6.1659	23.79551	0	26.76929	10.45821	7.67063	6.17896	1.66677	12.33686	3.27805	0.99915	0.80099	31.29764	40.98896	22.42546	0.22266	22.8083	3.24831	5.82614	22.63292	0	17.40275	0.42298	0.67056	0.63734	2.76199	0.10365	8.7727	14.65963	16.09893	26.4264	8.70055	18.48914	50.27693	40.88483	8.2613	1.01911	52.44309	5.11192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30342	0.18583	0	0	0	0	0	0	0	0	0	0	0	0	0	15.07118	6.58611	0.30052	0.05933	0.31234	0	0	0	0	6.61309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30342	0.18583	0	0	0	0	0	0	0	0	0	0	0	0	0	15.05364	6.58611	0.30052	0.05933	0.31234	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30342	0.18583	0	0	0	0	0	0	0	0	0	0	0	0	0	14.90838	6.58611	0.30052	0.05933	0.31234	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01754	0	0	0	0	0	0	0	0	6.61309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01754	0	0	0	0	0	0	0	0	6.61309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01754	0	0	0	0	0	0	0	0	6.61309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.2216	1.77169	0.82938	4.02284	20.11301	6.14234	22.95948	0	12.35963	8.11607	12.30198	20.71924	5.24557	38.78376	3.04083	0.84217	0.48103	12.22714	24.88461	66.42566	0.2657	10.57555	1.4139	4.14592	5.74914	0	3.47617	2.65551	2.62027	6.81075	1.00225	0.14951	3.48451	20.43701	3.49623	17.85904	10.95008	6.00777	5.56291	2.92181	4.35855	1.60282	0.57766	13.17634
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.2216	1.77169	0.82938	4.02284	20.11301	6.14234	22.95948	0	12.35963	8.11607	12.30198	20.71924	5.24557	38.78376	3.04083	0.84217	0.48103	12.22714	24.88461	66.42566	0.2657	10.57555	1.4139	4.14592	5.74914	0	3.47617	2.65551	2.62027	6.81075	1.00225	0.14951	3.48451	20.43701	3.49623	17.85904	10.95008	6.00777	5.56291	2.92181	4.35855	1.60282	0.57766	13.17634
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0	0	0	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40658	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05442	0	0.03923	0.02825	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40658	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05442	0	0.03923	0.02825	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.00139	0	0	0.06111	0	0	0	0	0.3472	0.38835	1.02096	0.56339	0	13.02977	1.07467	0.13498	0	0	1.33137	0	0	0	0.00541	0	0	0	0	0.2842	0	0.30596	0	0	0.09673	0	0	0	0.94361	0	0.32337	0	0	0.01903	0	0.24174
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	0.00139	0	0	0.06111	0	0	0	0	0.3472	0.38835	1.02096	0.56339	0	13.02977	1.07467	0.13498	0	0	1.33137	0	0	0	0.00541	0	0	0	0	0.2842	0	0.30596	0	0	0.09673	0	0	0	0.94361	0	0.32337	0	0	0.01903	0	0.24174
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.08478	0.036	0.13538	0.73181	2.33493	0.92207	6.05741	0	4.43582	3.10931	0.88264	1.35583	0	4.33814	0.44057	0	0	0	0	0	0.04404	0.65766	0.36374	1.37713	2.45361	0	0	0.00411	2.16212	4.22515	0.358	0.08955	1.40166	0	0	0	7.40099	0	4.56223	0	0.76472	0.22218	0.06663	0.87288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	0.08478	0.036	0.13538	0.73181	2.33493	0.92207	6.05741	0	4.43582	3.10931	0.88264	1.35583	0	4.33814	0.44057	0	0	0	0	0	0.04404	0.65766	0.36374	1.37713	2.45361	0	0	0.00411	2.16212	4.22515	0.358	0.08955	1.40166	0	0	0	7.40099	0	4.56223	0	0.76472	0.22218	0.06663	0.87288
