#SampleID	10042055_rnatax_1	10042055_rnatax_2	10042055_rnatax_3	10042055_rnatax_4	11507229_rnatax_1	11507229_rnatax_2	11507229_rnatax_3	11507229_rnatax_4	11715866_rnatax_1	11715866_rnatax_2	11715866_rnatax_3	11715866_rnatax_4	11992832_rnatax_1	11992832_rnatax_2	11992832_rnatax_3	11992832_rnatax_4	12112483_rnatax_1	12112483_rnatax_2	12112483_rnatax_3	12112483_rnatax_4	12289378_rnatax_1	12289378_rnatax_2	12289378_rnatax_3	12289378_rnatax_4	12293355_rnatax_1	12293355_rnatax_2	12293355_rnatax_3	12293355_rnatax_4	12542142_rnatax_1	12542142_rnatax_2	12542142_rnatax_3	12542142_rnatax_4	12656695_rnatax_1	12656695_rnatax_2	12656695_rnatax_3	12656695_rnatax_4	19061811_rnatax_1	19061811_rnatax_2	19061811_rnatax_3	19061811_rnatax_4	19251414_rnatax_1	19251414_rnatax_2	19251414_rnatax_3	19251414_rnatax_4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum	0	0	0	5.58e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum|t__GCF_000374365	0	0	0	5.58e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0	0	0	0	0.0187371	0.0068627	0.0010807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010607	0	0	0	0	0	0	0	0	0.0031815	0	0	0.0020858	0	0.0018671	0	0.001762	0.0004043	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175	0	0	0	0	0.0187371	0.0068627	0.0010807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010607	0	0	0	0	0	0	0	0	0.0031815	0	0	0.0020858	0	0.0018671	0	0.001762	0.0004043	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0.0001483	0	0.0095421	0.0248212	0.0128395	0.0253315	0	0	0	0	0	0	0	0	0	9.7e-05	0.0001142	0.0047255	0	0	0	0	0	0	0	0	0.0004079	0.0201462	0.0206626	0.001386	4.7e-06	0.0085556	0.0115706	0	0	0	0	0	0.0083208	0.0027888	0.0004982	0	0.0020481
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__Bacteroides_massiliensis_unclassified	0	0.0001483	0	0.0095421	0.0248212	0.0128395	0.0253315	0	0	0	0	0	0	0	0	0	9.7e-05	0.0001142	0.0047255	0	0	0	0	0	0	0	0	0.0004079	0.0201462	0.0206626	0.001386	4.7e-06	0.0085556	0.0115706	0	0	0	0	0	0.0083208	0.0027888	0.0004982	0	0.0020481
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0	0	0	0.0017086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015851	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__GCF_000273175	0	0	0	0	0	0.0017086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015851	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0.0001118	0	0	0	0	6.01e-05	0	0.0003167	0.0205416	0.0079069	0	0.0003099	0	0.0027878	0.0020172	0	0	0.0093841	0	0	0	0	0	0	0	0	0	0.0055988	0	5.37e-05	0	6.5e-05	6.62e-05	0.0022639	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified	0	0	0	0	0	0	0	0	0	0.0001118	0	0	0	0	6.01e-05	0	0.0003167	0.0205416	0.0079069	0	0.0003099	0	0.0027878	0.0020172	0	0	0.0093841	0	0	0	0	0	0	0	0	0	0.0055988	0	5.37e-05	0	6.5e-05	6.62e-05	0.0022639	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0.0012914	0.0033348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136471	0.135386	0.0323758	0.0080623	0.0007559	0	0	0	0.011833	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius|t__GCF_000187895	0	0	0	0	0	0	0	0	0.0012914	0.0033348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136471	0.135386	0.0323758	0.0080623	0.0007559	0	0	0	0.011833	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051109	0	0	0	0.0002825	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__Bacteroides_salyersiae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051109	0	0	0	0.0002825	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.0006837	0.0259483	0.0025646	0.0319417	0	0	0	0	0.0016309	0.002656	0	0	0	0	0	0	0	0	0	0	0.0004071	0	0.0062239	0.0052773	0.009132	0	0.0156576	0.0007184	0	0	0	0	0.0096003	0	0	0	0	0	0	0	0	0.0002465	0.0608885	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified	0.0006837	0.0259483	0.0025646	0.0319417	0	0	0	0	0.0016309	0.002656	0	0	0	0	0	0	0	0	0	0	0.0004071	0	0.0062239	0.0052773	0.009132	0	0.0156576	0.0007184	0	0	0	0	0.0096003	0	0	0	0	0	0	0	0	0.0002465	0.0608885	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0	0	0	6.65e-05	0	7.58e-05	0	0	0	4.71e-05	0	0	0	0	0.0005511	0	0.0003007	0.0089196	0.0016545	0	0	0	0.0001635	0	0	0	0	0	0	0	0	0	0.0006613	0	0	0	0.0018248	0	0.0004063	0	0	0	0.0020188	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified	0	0	0	6.65e-05	0	7.58e-05	0	0	0	4.71e-05	0	0	0	0	0.0005511	0	0.0003007	0.0089196	0.0016545	0	0	0	0.0001635	0	0	0	0	0	0	0	0	0	0.0006613	0	0	0	0.0018248	0	0.0004063	0	0	0	0.0020188	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.0003968	0.0011288	0.0012004	0.0159395	0.245722	0.023345	0.022298	0	0.0405306	0.0392909	0.002679	0.0001049	0.0034198	0.134706	0.033994	0.004911	0.0019378	0.0388569	0.0294128	0.0498404	0.0008261	0.0083708	0.0012601	0.0001916	0.106489	0	0.0409785	0	0.169239	0.239959	0.051287	0.0030312	0.0040497	0.0552423	0.0042904	0	0.0189428	0	0.0242806	0.0221588	0.0156869	0.0030441	0.0405799	0.0076921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified	0.0003968	0.0011288	0.0012004	0.0159395	0.245722	0.023345	0.022298	0	0.0405306	0.0392909	0.002679	0.0001049	0.0034198	0.134706	0.033994	0.004911	0.0019378	0.0388569	0.0294128	0.0498404	0.0008261	0.0083708	0.0012601	0.0001916	0.106489	0	0.0409785	0	0.169239	0.239959	0.051287	0.0030312	0.0040497	0.0552423	0.0042904	0	0.0189428	0	0.0242806	0.0221588	0.0156869	0.0030441	0.0405799	0.0076921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	4.6e-06	0	0	0.0012053	0.0142187	0.0077573	0.0131141	0	0.0078142	0.0099282	0	0	0	0.0183189	0.0069039	0	0.0025405	0.100561	0.0303981	0.0398822	0	5.8e-05	2.66e-05	0	0.0140412	0	0	0	0.0191448	0.0337772	0.0018551	0.0002655	0.0016496	0	0	0.0144422	0.0337832	0	0.0125335	0.0072171	0.0064831	0.0008754	0.0225911	0.0027983
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified	4.6e-06	0	0	0.0012053	0.0142187	0.0077573	0.0131141	0	0.0078142	0.0099282	0	0	0	0.0183189	0.0069039	0	0.0025405	0.100561	0.0303981	0.0398822	0	5.8e-05	2.66e-05	0	0.0140412	0	0	0	0.0191448	0.0337772	0.0018551	0.0002655	0.0016496	0	0	0.0144422	0.0337832	0	0.0125335	0.0072171	0.0064831	0.0008754	0.0225911	0.0027983
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0	0	0	0.0005574	0	0	0	0	0	0.0014705	0	0	0	0	0	0	8.95e-05	0.0018199	0.0164167	0	0	0	0	0	0	0	0	0	0	0.0001384	0	0	0	0	0	0.0250884	0	0	0.0008702	0	0	1.07e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified	0	0	0	0.0005574	0	0	0	0	0	0.0014705	0	0	0	0	0	0	8.95e-05	0.0018199	0.0164167	0	0	0	0	0	0	0	0	0	0	0.0001384	0	0	0	0	0	0.0250884	0	0	0.0008702	0	0	1.07e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.0001789	0	0	0.0028822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008731	0	0	0	0	0.0044063	0	0	0.0204099	0.0216095	0	0.0017875	0	0.0032698	0.0011639	0	0.0047551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0.0001789	0	0	0.0028822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008731	0	0	0	0	0.0044063	0	0	0.0204099	0.0216095	0	0.0017875	0	0.0032698	0.0011639	0	0.0047551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8	0.0001789	0	0	0.0028822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008731	0	0	0	0	0.0044063	0	0	0.0204099	0.0216095	0	0.0017875	0	0.0032698	0.0011639	0	0.0047551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8|t__GCF_000311925	0.0001789	0	0	0.0028822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008731	0	0	0	0	0.0044063	0	0	0.0204099	0.0216095	0	0.0017875	0	0.0032698	0.0011639	0	0.0047551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.119329	0.619504	0.477127	0.698409	0.229535	0.0808559	0.367266	0	0.376321	0.162112	0.0910035	0.130861	0.0242203	0.126406	0.0571542	0.0112878	0.0092639	0.332538	0.455185	0.224255	0.0027678	0.229384	0.0378263	0.0620278	0.265288	0	0.174028	0.0059661	0.0274508	0.0625541	0.0566832	0.0017491	0.12172	0.150944	0.496393	0.277235	0.150537	0.184891	0.51928	0.440791	0.0869304	0.0113152	0.557459	0.0593726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0.0003172	0.016644	0.0018087	0.0305053	0	0	0	0	0.0137371	0.0174135	0.0059724	0.0119637	0.0075526	0	0	0	0	0	0	0	0.000308	0	0.0021285	0.0031174	0	0	0	0	0.014455	0.0479182	0.0003007	0	0.0104708	0	0	0	0.0442464	0	0	0	9.94e-05	0.0001664	0.0008174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0.0003172	0.016644	0.0018087	0.0305053	0	0	0	0	0.0137371	0.0174135	0.0059724	0.0119637	0.0075526	0	0	0	0	0	0	0	0.000308	0	0.0021285	0.0031174	0	0	0	0	0.014455	0.0479182	0.0003007	0	0.0104708	0	0	0	0.0442464	0	0	0	9.94e-05	0.0001664	0.0008174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465	0.0003172	0.016644	0.0018087	0.0305053	0	0	0	0	0.0137371	0.0174135	0.0059724	0.0119637	0.0075526	0	0	0	0	0	0	0	0.000308	0	0.0021285	0.0031174	0	0	0	0	0.014455	0.0479182	0.0003007	0	0.0104708	0	0	0	0.0442464	0	0	0	9.94e-05	0.0001664	0.0008174	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas	1.37e-05	0	0	0.0002226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica	1.37e-05	0	0	0.0002226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica|t__GCF_000379665	1.37e-05	0	0	0.0002226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0.118401	0.589203	0.457404	0.639134	0.0543808	0.0133643	0.127156	0	0.0666535	0.0218677	0.0032008	0.0536062	0	0.0030373	0.0200898	0.0012963	0	0.001867	0.0021046	0	0	0.0013016	0	0	0.0275594	0	0	0.0014582	0.0035487	0.002807	0.0287626	0.0007126	0	0.0010485	0.335404	0	0.0020159	0	0.0017743	0.0319423	0.0034316	0.0008346	0.0297287	0.0082534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus	0.0083902	0.0227869	0.0365854	0.0278186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus|t__GCF_000243215	0.0083902	0.0227869	0.0365854	0.0278186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077278	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0.110011	0.566416	0.420819	0.611315	0.0543808	0.0133643	0.127156	0	0.0666535	0.0218677	0.0032008	0.0536062	0	0.0030373	0.0200898	0.0012963	0	0.001867	0.0021046	0	0	0.0013016	0	0	0.0275594	0	0	0.0014582	0.0035487	0.002807	0.0287626	0.0007126	0	0.0010485	0.327676	0	0.0020159	0	0.0017743	0.0319423	0.0034316	0.0008346	0.0297287	0.0082534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0.0005967	0.0136568	0.0179144	0.028547	0.175154	0.0674915	0.24011	0	0.29593	0.122831	0.0818303	0.0652914	0.0166677	0.123369	0.0370644	0.0099915	0.0092639	0.330671	0.453081	0.224255	0.0024597	0.228083	0.0356979	0.0589104	0.237729	0	0.174028	0.0045079	0.0094472	0.0118288	0.0276199	0.0010365	0.111249	0.149895	0.160989	0.277235	0.104275	0.184891	0.517506	0.408848	0.0833994	0.0103142	0.526913	0.0511192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	6.4e-06	0	0	0.0001445	0	5.83e-05	0.0005636	0	0	0	0	0	0	0	0	0	0.0001417	0.0051623	0.0073604	0	0	0	0.0001374	0	0.0005622	0	0	0	0	0	0	0	0.0031564	0	0	0.0008911	0.0050132	0	0.0073083	0	0.0002585	9.73e-05	0.0015156	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	6.4e-06	0	0	0.0001445	0	5.83e-05	0.0005636	0	0	0	0	0	0	0	0	0	0.0001417	0.0051623	0.0073604	0	0	0	0.0001374	0	0.0005622	0	0	0	0	0	0	0	0.0031564	0	0	0.0008911	0.0050132	0	0.0073083	0	0.0002585	9.73e-05	0.0015156	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	7.69e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.38e-05	0	0.0142993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003316	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__Parabacteroides_goldsteinii_unclassified	0	0	0	7.69e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.38e-05	0	0.0142993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003316	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074285	0	0	0	0.000966	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__Parabacteroides_johnsonii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074285	0	0	0	0.000966	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.000258	0	0	0.0025459	0.0006785	0.0057742	0.0015916	0	0.0282375	0.0182485	0.005124	0.0035018	0	0	0.0042839	0	0.0010684	0.012532	0.0215313	0	0.0002331	0	0.0030773	0.0006491	0.0108374	0	0	0.0002782	0.0027415	0.0054555	0	0	0.0203654	0.0032989	0	0.0120796	0.0122561	0	0	0	0.0001963	2.58e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0.000258	0	0	0.0025459	0.0006785	0.0057742	0.0015916	0	0.0282375	0.0182485	0.005124	0.0035018	0	0	0.0042839	0	0.0010684	0.012532	0.0215313	0	0.0002331	0	0.0030773	0.0006491	0.0108374	0	0	0.0002782	0.0027415	0.0054555	0	0	0.0203654	0.0032989	0	0.0120796	0.0122561	0	0	0	0.0001963	2.58e-05	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0.0003323	0.0136568	0.0179144	0.0257798	0.174476	0.061659	0.237955	0	0.267693	0.104582	0.0767063	0.0617896	0.0166677	0.123369	0.0327805	0.0099915	0.0080099	0.312976	0.40989	0.224255	0.0022266	0.228083	0.0324831	0.0582614	0.226329	0	0.174028	0.0042298	0.0067056	0.0063734	0.0276199	0.0010365	0.087727	0.146596	0.160989	0.264264	0.0870055	0.184891	0.502769	0.408848	0.082613	0.0101911	0.524431	0.0511192
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130342	0.0018583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150712	0.0658611	0.0030052	0.0005933	0.0031234	0	0	0	0	0.0661309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130342	0.0018583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150536	0.0658611	0.0030052	0.0005933	0.0031234	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130342	0.0018583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149084	0.0658611	0.0030052	0.0005933	0.0031234	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001754	0	0	0	0	0	0	0	0	0.0661309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001754	0	0	0	0	0	0	0	0	0.0661309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001754	0	0	0	0	0	0	0	0	0.0661309	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.002216	0.0177169	0.0082938	0.0402284	0.20113	0.0614234	0.229595	0	0.123596	0.0811607	0.12302	0.207192	0.0524557	0.387838	0.0304083	0.0084217	0.0048103	0.122271	0.248846	0.664257	0.002657	0.105756	0.014139	0.0414592	0.0574914	0	0.0347617	0.0265551	0.0262027	0.0681075	0.0100225	0.0014951	0.0348451	0.20437	0.0349623	0.17859	0.109501	0.0600777	0.0556291	0.0292181	0.0435855	0.0160282	0.0057766	0.131763
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.002216	0.0177169	0.0082938	0.0402284	0.20113	0.0614234	0.229595	0	0.123596	0.0811607	0.12302	0.207192	0.0524557	0.387838	0.0304083	0.0084217	0.0048103	0.122271	0.248846	0.664257	0.002657	0.105756	0.014139	0.0414592	0.0574914	0	0.0347617	0.0265551	0.0262027	0.0681075	0.0100225	0.0014951	0.0348451	0.20437	0.0349623	0.17859	0.109501	0.0600777	0.0556291	0.0292181	0.0435855	0.0160282	0.0057766	0.131763
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	5.09e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0	0	0	5.09e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
